Sessions,Bounce Rate,Page Views,content_length,month,mobile,tablet,(direct),goog,nkedin,t.co,spain,united states,log_Avg_Time_Page
3.0,1.0,3.0,4010,10,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,4463,2,1,0,1,0,0,0,0,0,2.302585092994046
1.0,0.0,4.0,3779,6,0,1,0,0,0,0,0,0,3.1354942159291497
6.0,1.0,6.0,4822,4,1,0,1,0,0,0,1,0,2.302585092994046
2.0,1.0,2.0,3968,8,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,5234,10,0,0,0,1,0,0,0,0,5.247024072160486
1.0,1.0,1.0,3903,10,0,0,0,0,0,0,0,0,2.302585092994046
0.0,0.0,1.0,1183,6,0,0,0,0,0,0,0,0,2.9444389791664403
9.0,0.8889,15.0,6532,11,0,0,0,0,0,0,1,0,3.7376696182833684
1.0,0.0,2.0,3566,3,1,0,0,1,0,0,0,0,4.867534450455582
1.0,1.0,1.0,3094,5,1,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,3811,7,0,0,0,1,0,0,0,0,3.784189633918261
3.0,0.6667000000000001,3.0,4550,2,0,0,0,1,0,0,0,0,7.498869733976931
0.0,0.0,3.0,5078,7,0,0,0,0,0,0,1,0,4.867534450455582
2.0,1.0,3.0,6981,3,0,0,0,1,0,0,1,0,2.302585092994046
7.0,0.8571,8.0,3799,11,0,0,1,0,0,0,0,0,6.813444599510896
3.0,1.0,5.0,3919,7,1,0,0,1,0,0,1,0,4.919980925828125
7.0,0.4286,14.0,966,3,0,0,0,1,0,0,0,1,4.912654885736052
1.0,1.0,1.0,10681,3,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,8.0,9447,3,0,0,1,0,0,0,1,0,5.318119993844216
1.0,1.0,1.0,3799,11,0,0,0,0,0,0,0,0,2.302585092994046
3.0,1.0,3.0,2967,10,0,0,0,0,1,0,0,0,2.302585092994046
1.0,1.0,1.0,10681,3,1,0,0,0,0,1,0,0,2.302585092994046
0.0,0.0,1.0,6981,3,1,0,0,0,0,1,0,0,2.302585092994046
0.0,0.0,2.0,4936,11,1,0,0,1,0,0,0,1,4.189654742026425
1.0,1.0,1.0,6261,2,1,0,0,1,0,0,0,1,2.302585092994046
1.0,1.0,1.0,9842,6,1,0,1,0,0,0,0,0,2.302585092994046
2.0,0.5,3.0,9842,6,0,0,0,0,0,1,1,0,4.07753744390572
2.0,1.0,2.0,6430,9,0,0,0,1,0,0,0,0,2.302585092994046
3.0,1.0,3.0,14374,5,0,0,0,1,0,0,0,0,2.302585092994046
4.0,0.5,6.0,2508,3,1,0,0,1,0,0,0,0,5.2574953720277815
1.0,1.0,1.0,4010,10,1,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,7393,9,0,0,0,1,0,0,0,0,2.302585092994046
5.0,0.6,9.0,11303,1,0,0,0,1,0,0,1,0,5.8888779583328805
6.0,1.0,6.0,5546,7,1,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,3862,5,0,0,1,0,0,0,0,0,2.3978952727983707
0.0,0.0,1.0,5902,9,0,0,0,0,0,0,0,0,2.3978952727983707
1.0,1.0,1.0,4732,7,0,0,0,0,0,0,0,0,2.302585092994046
3.0,1.0,3.0,3799,11,0,0,0,1,0,0,0,0,2.302585092994046
3.0,1.0,3.0,16459,9,0,0,0,0,0,0,0,0,2.302585092994046
51.0,0.9804,52.0,27307,8,0,0,0,0,0,0,0,0,6.2878585601617845
2.0,1.0,2.0,4169,12,1,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,6335,11,0,0,0,1,0,0,0,0,2.302585092994046
7.0,0.2857,9.0,4377,12,0,0,1,0,0,0,1,0,5.3230099791384085
0.0,0.0,2.0,1183,6,0,0,0,0,0,0,0,0,2.772588722239781
2.0,0.5,18.0,6537,9,1,0,0,1,0,0,1,0,4.787491742782046
2.0,1.0,2.0,12373,7,0,0,0,1,0,0,0,0,2.302585092994046
6.0,1.0,6.0,21233,3,1,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,10139,9,0,1,0,1,0,0,1,0,2.302585092994046
3.0,0.6667000000000001,4.0,27307,8,0,0,0,0,0,0,0,0,4.31748811353631
1.0,1.0,1.0,11303,1,1,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,5581,5,0,0,0,1,0,0,0,0,2.833213344056216
1.0,1.0,1.0,2508,3,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,3799,11,1,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,9447,3,0,0,0,0,1,0,0,0,5.6131281063880705
0.0,0.0,1.0,16459,9,0,0,0,0,0,0,0,0,2.302585092994046
0.0,0.0,4.0,9447,3,0,0,0,1,0,0,0,0,5.552959584921617
1.0,1.0,1.0,6532,11,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,10.0,5943,3,0,0,0,1,0,0,1,0,5.187385805840755
0.0,0.0,2.0,3744,1,0,0,0,1,0,0,0,0,3.258096538021482
1.0,0.0,2.0,3968,8,1,0,0,1,0,0,0,0,4.543294782270004
0.0,0.0,1.0,3511,4,0,0,1,0,0,0,1,0,2.302585092994046
1.0,1.0,1.0,21233,3,0,0,0,1,0,0,0,0,2.302585092994046
5.0,1.0,5.0,3799,11,0,0,0,1,0,0,0,0,2.302585092994046
1.0,0.0,2.0,6532,11,1,0,0,0,0,0,1,0,4.127134385045092
7.0,0.5714,14.0,4936,11,0,0,0,1,0,0,1,0,5.272999558563747
1.0,1.0,1.0,5078,7,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,2761,2,0,0,1,0,0,0,0,0,2.302585092994046
2.0,0.5,3.0,6261,2,0,0,0,0,0,0,1,0,5.236441962829949
1.0,1.0,1.0,6335,11,0,0,0,0,0,0,0,0,2.302585092994046
27.0,0.7778,36.0,4550,2,0,0,0,1,0,0,1,0,5.272999558563747
1.0,1.0,1.0,6335,11,1,0,0,0,0,1,0,0,2.302585092994046
2.0,1.0,2.0,12373,7,1,0,0,0,0,1,0,0,2.302585092994046
1.0,1.0,3.0,966,3,0,0,0,1,0,0,0,0,3.258096538021482
14.0,1.0,14.0,27307,8,0,0,0,0,0,0,0,0,2.302585092994046
60.0,0.8332999999999999,96.0,4603,12,0,0,0,1,0,0,1,0,4.820281565605037
0.0,0.0,1.0,10681,3,0,0,0,0,0,0,0,0,3.367295829986474
1.0,1.0,1.0,5902,9,0,0,1,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,5078,7,0,0,1,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,12373,7,1,0,0,0,0,1,0,0,2.302585092994046
1.0,1.0,1.0,4732,7,0,0,0,0,0,0,0,0,2.302585092994046
2.0,1.0,2.0,27307,8,0,0,0,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,3094,5,1,0,0,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,16459,9,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,10575,3,0,0,0,0,0,0,1,0,2.302585092994046
3.0,1.0,3.0,5546,7,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,12373,7,1,0,0,0,0,0,1,0,2.302585092994046
0.0,0.0,1.0,3744,1,1,0,1,0,0,0,0,0,3.258096538021482
2.0,1.0,2.0,6261,2,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,12465,5,1,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,3811,7,1,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,2.0,3046,1,0,0,0,0,0,0,1,0,5.017279836814924
1.0,1.0,1.0,4885,2,0,1,0,0,0,0,1,0,2.302585092994046
1.0,1.0,1.0,3903,10,0,0,1,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,1676,12,0,0,0,1,0,0,0,0,2.302585092994046
7.0,0.8571,8.0,12373,7,0,0,0,1,0,0,0,0,6.805722553416985
1.0,1.0,1.0,3779,6,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,4169,12,0,0,1,0,0,0,0,0,2.3978952727983707
12.0,0.75,32.0,2967,10,0,0,0,1,0,0,1,0,4.2626798770413155
1.0,1.0,1.0,9243,4,1,0,0,1,0,0,0,0,2.302585092994046
1.0,0.0,3.0,6430,9,0,1,0,0,0,0,1,0,4.48863636973214
1.0,1.0,1.0,4463,2,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,10375,3,0,1,0,0,0,0,0,0,4.430816798843313
2.0,1.0,2.0,5078,7,0,0,0,0,0,0,1,0,2.302585092994046
1.0,1.0,1.0,15478,1,1,0,1,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,6532,11,0,1,0,1,0,0,0,0,2.302585092994046
3.0,1.0,8.0,4885,2,0,0,0,1,0,0,1,0,3.6375861597263857
2.0,1.0,2.0,7007,12,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,2967,10,1,0,0,1,0,0,0,0,4.8283137373023015
5.0,0.8,6.0,3903,10,1,0,0,1,0,0,0,0,4.762173934797756
2.0,1.0,3.0,2508,3,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,2508,3,0,0,0,0,0,0,0,1,2.302585092994046
1.0,1.0,1.0,3046,1,0,1,0,0,0,0,1,0,2.302585092994046
1.0,1.0,1.0,3094,5,0,0,0,1,0,0,0,0,2.302585092994046
1.0,0.0,3.0,4936,11,1,0,1,0,0,0,0,0,6.09807428216624
0.0,0.0,2.0,5234,10,0,0,0,0,0,0,1,0,5.62040086571715
1.0,1.0,1.0,10139,9,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,2967,10,1,0,0,1,0,0,0,0,2.9444389791664403
0.0,0.0,2.0,2761,2,0,0,0,0,0,0,0,0,6.152732694704104
0.0,0.0,1.0,3744,1,0,0,0,0,0,0,0,0,2.302585092994046
1.0,1.0,2.0,2915,1,0,0,0,1,0,0,0,0,2.302585092994046
3.0,1.0,3.0,12373,7,0,0,0,1,0,0,0,0,2.302585092994046
6.0,1.0,6.0,427,11,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,4822,4,0,0,0,1,0,0,0,0,2.302585092994046
2.0,1.0,2.0,11303,1,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,5943,3,1,0,0,0,0,1,0,0,2.302585092994046
1.0,1.0,1.0,3968,8,0,0,1,0,0,0,0,0,2.302585092994046
4.0,0.75,5.0,6532,11,0,0,0,1,0,0,0,0,6.612041034833092
0.0,0.0,1.0,5943,3,0,0,0,1,0,0,0,0,5.337538079701318
2.0,0.5,2.0,3903,10,1,0,0,1,0,0,0,0,4.406719247264253
1.0,1.0,1.0,1676,12,1,0,0,1,0,0,0,0,2.302585092994046
2.0,1.0,2.0,12373,7,1,0,0,0,0,1,0,1,2.302585092994046
0.0,0.0,1.0,15966,6,0,0,1,0,0,0,0,1,4.477336814478207
1.0,1.0,1.0,10375,3,0,0,0,0,0,0,0,0,2.302585092994046
4.0,1.0,4.0,7954,10,1,0,0,1,0,0,0,1,2.302585092994046
1.0,0.0,2.0,966,3,1,0,0,1,0,0,0,0,2.833213344056216
1.0,1.0,1.0,6325,12,0,0,0,0,0,1,0,0,2.302585092994046
1.0,1.0,1.0,9447,3,0,0,1,0,0,0,0,1,2.302585092994046
1.0,0.0,2.0,9675,2,1,0,1,0,0,0,0,0,4.672828834461906
1.0,1.0,1.0,6537,9,0,0,0,1,0,0,0,0,2.302585092994046
2.0,1.0,2.0,6532,11,0,0,1,0,0,0,0,0,2.302585092994046
3.0,1.0,4.0,4936,11,1,0,0,1,0,0,0,0,4.430816798843313
2.0,1.0,2.0,12373,7,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,3511,4,1,0,0,0,0,0,0,0,5.961005339623274
1.0,0.0,1.0,2411,11,0,0,0,0,0,0,1,0,5.2832037287379885
1.0,0.0,2.0,12373,7,0,1,0,1,0,0,0,0,2.8903717578961645
4.0,1.0,5.0,21233,3,0,0,0,1,0,0,0,0,4.90527477843843
0.0,0.0,1.0,1183,6,0,0,1,0,0,0,0,0,3.1354942159291497
3.0,0.6667000000000001,4.0,5546,7,0,0,0,1,0,0,0,0,4.330733340286331
11.0,1.0,11.0,2508,3,0,0,0,1,0,0,0,0,2.302585092994046
2.0,1.0,5.0,6335,11,0,0,0,0,0,0,0,1,4.564348191467836
0.0,0.0,1.0,5581,5,1,0,1,0,0,0,0,0,2.302585092994046
1.0,1.0,2.0,10375,3,1,0,0,1,0,0,1,0,2.302585092994046
3.0,1.0,7.0,5581,5,0,0,0,0,0,1,1,0,2.70805020110221
0.0,0.0,2.0,3372,9,1,0,0,0,1,0,0,0,5.030437921392435
1.0,1.0,1.0,2508,3,0,0,0,1,0,0,0,0,2.302585092994046
2.0,0.0,5.0,4010,10,0,0,0,0,0,0,1,0,4.897839799950911
2.0,1.0,2.0,7589,8,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,3046,1,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,4010,10,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,5902,9,1,0,0,0,1,0,0,0,2.302585092994046
2.0,1.0,2.0,12373,7,0,1,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,2761,2,0,0,0,0,1,0,0,0,2.302585092994046
1.0,0.0,1.0,2508,3,0,0,0,0,0,0,1,0,4.04305126783455
3.0,1.0,3.0,5056,6,0,0,1,0,0,0,0,0,2.302585092994046
3.0,1.0,4.0,2338,3,1,0,0,1,0,0,1,0,2.302585092994046
1.0,1.0,1.0,6995,9,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,16459,9,0,0,0,1,0,0,0,0,2.302585092994046
1.0,0.0,1.0,3862,5,0,0,1,0,0,0,0,0,6.907755278982137
1.0,1.0,1.0,3799,11,1,0,0,1,0,0,0,0,2.302585092994046
4.0,1.0,4.0,6335,11,1,0,0,0,1,0,0,0,2.302585092994046
3.0,1.0,3.0,11303,1,0,1,1,0,0,0,1,0,2.302585092994046
1.0,0.0,2.0,1676,12,1,0,0,1,0,0,0,0,6.124683390894205
0.0,0.0,1.0,9307,5,0,0,1,0,0,0,0,0,2.302585092994046
0.0,0.0,1.0,10575,3,0,0,0,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,2508,3,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,2.0,4010,10,0,0,1,0,0,0,0,0,4.875197323201151
0.0,0.0,1.0,2915,1,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,2411,11,0,0,0,0,0,0,1,0,5.2832037287379885
1.0,1.0,1.0,6537,9,0,0,0,0,1,0,0,1,2.302585092994046
1.0,1.0,1.0,3903,10,0,0,0,1,0,0,0,0,2.302585092994046
6.0,0.8332999999999999,25.0,1333,10,0,0,0,1,0,0,1,0,3.970291913552122
4.0,0.5,4.0,2967,10,0,0,0,1,0,0,1,0,5.278114659230517
1.0,1.0,1.0,15478,1,0,0,0,0,0,0,1,0,2.302585092994046
1.0,1.0,1.0,3566,3,0,0,0,0,0,0,0,0,2.302585092994046
4.0,1.0,4.0,3799,11,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,4872,5,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,2514,10,0,0,0,0,0,0,1,0,2.5649493574615367
0.0,0.0,1.0,5902,9,0,0,0,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,12373,7,0,0,0,0,1,0,0,0,2.302585092994046
1.0,1.0,1.0,4815,9,0,0,1,0,0,0,0,0,2.302585092994046
0.0,0.0,1.0,6430,9,0,0,0,1,0,0,0,0,6.1903154058531475
0.0,0.0,1.0,7954,10,0,0,1,0,0,0,0,0,2.302585092994046
4.0,1.0,4.0,21233,3,0,1,0,0,0,0,0,1,2.302585092994046
1.0,1.0,1.0,2967,10,1,0,0,0,1,0,1,0,2.302585092994046
20.0,0.6,29.0,15478,1,0,0,0,0,1,0,1,0,3.713572066704308
1.0,1.0,1.0,6335,11,0,0,0,0,0,0,1,0,2.302585092994046
2.0,1.0,2.0,4603,12,1,0,1,0,0,0,0,0,2.302585092994046
1.0,0.0,2.0,6532,11,1,0,0,0,0,1,0,0,5.389071729816501
0.0,0.0,1.0,12373,7,0,0,0,0,0,0,0,0,3.044522437723423
0.0,0.0,1.0,6981,3,1,0,0,0,0,1,0,0,5.786897381366708
0.0,0.0,1.0,1813,4,0,0,0,0,0,0,0,0,2.4849066497880004
1.0,1.0,1.0,12373,7,0,0,0,0,0,1,0,0,2.302585092994046
0.0,0.0,1.0,4463,2,0,1,0,0,0,0,1,0,3.1780538303479458
1.0,1.0,1.0,3811,7,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,9842,6,1,0,0,0,1,0,0,1,2.302585092994046
1.0,1.0,1.0,3046,1,1,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,2.0,1291,9,0,0,0,1,0,0,0,0,4.948759890378168
6.0,1.0,6.0,4326,10,0,0,0,1,0,0,0,1,2.302585092994046
0.0,0.0,1.0,4885,2,0,0,1,0,0,0,0,0,3.044522437723423
1.0,1.0,1.0,4603,12,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,3903,10,0,0,0,0,0,0,0,1,3.2188758248682006
2.0,1.0,3.0,9675,2,0,0,1,0,0,0,0,0,6.19644412779452
1.0,1.0,1.0,10575,3,0,1,0,0,1,0,0,0,2.302585092994046
0.0,0.0,2.0,1813,4,0,0,0,0,0,0,1,0,6.687108607866515
7.0,0.8571,12.0,4463,2,0,0,1,0,0,0,1,0,3.784189633918261
1.0,1.0,1.0,12373,7,1,0,0,0,0,1,0,0,2.302585092994046
1.0,1.0,1.0,9243,4,1,0,0,1,0,0,0,0,2.302585092994046
8.0,0.375,9.0,3903,10,0,0,0,1,0,0,0,0,5.181783550292085
8.0,0.875,11.0,3094,5,1,0,0,1,0,0,0,1,4.465908118654584
7.0,1.0,7.0,21233,3,0,0,0,1,0,0,0,0,2.302585092994046
1.0,0.0,1.0,7007,12,1,0,0,1,0,0,0,0,2.6390573296152584
1.0,1.0,1.0,5581,5,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,4550,2,1,0,0,1,0,0,1,0,2.302585092994046
1.0,1.0,1.0,3799,11,0,1,1,0,0,0,1,0,2.302585092994046
0.0,0.0,1.0,6532,11,0,0,0,0,0,0,1,0,3.044522437723423
2.0,0.5,3.0,2338,3,0,0,0,1,0,0,0,0,5.003946305945459
1.0,0.0,1.0,5546,7,1,0,0,1,0,0,0,0,4.859812404361672
0.0,0.0,2.0,9447,3,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,4377,12,0,0,0,1,0,0,0,0,2.302585092994046
4.0,0.75,5.0,11303,1,1,0,0,1,0,0,0,0,5.814130531825066
2.0,1.0,5.0,3779,6,0,0,0,0,0,0,1,0,3.1354942159291497
0.0,0.0,1.0,3094,5,0,0,0,0,0,1,0,0,2.302585092994046
1.0,1.0,1.0,2514,10,0,0,0,0,1,0,0,0,2.302585092994046
0.0,0.0,1.0,5943,3,0,0,0,0,0,0,0,0,2.8903717578961645
0.0,0.0,2.0,1813,4,1,0,0,1,0,0,0,0,4.204692619390966
0.0,0.0,1.0,6335,11,0,0,1,0,0,0,0,0,2.302585092994046
2.0,1.0,2.0,5056,6,1,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,6532,11,0,0,0,0,1,0,1,0,2.302585092994046
1.0,1.0,1.0,27307,8,0,0,0,0,0,0,0,0,2.302585092994046
7.0,0.8571,8.0,2514,10,0,0,1,0,0,0,0,0,6.931471805599453
1.0,1.0,1.0,10139,9,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,5090,2,0,0,0,1,0,0,1,0,2.772588722239781
1.0,1.0,1.0,9307,5,0,0,1,0,0,0,0,0,2.302585092994046
2.0,1.0,2.0,3372,9,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,3046,1,0,1,0,0,0,0,0,0,2.302585092994046
2.0,1.0,2.0,4732,7,0,1,0,1,0,0,1,0,2.302585092994046
1.0,1.0,1.0,2967,10,1,0,0,0,0,1,0,0,2.302585092994046
0.0,0.0,1.0,3477,1,0,0,0,0,0,0,0,0,2.8903717578961645
1.0,1.0,1.0,6537,9,1,0,1,0,0,0,0,0,2.302585092994046
3.0,1.0,9.0,4603,12,0,0,0,1,0,0,0,0,4.700480365792417
2.0,1.0,2.0,3811,7,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,2338,3,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,3046,1,0,0,0,1,0,0,0,0,2.302585092994046
3.0,1.0,3.0,4010,10,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,3511,4,0,0,1,0,0,0,0,0,2.302585092994046
0.0,0.0,1.0,6981,3,0,0,0,0,0,0,1,0,2.302585092994046
1.0,1.0,1.0,3470,10,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,6430,9,0,0,0,1,0,0,0,0,2.302585092994046
4.0,1.0,4.0,2761,2,0,0,0,0,0,1,0,0,2.302585092994046
1.0,1.0,1.0,5078,7,1,0,0,0,1,0,0,0,2.302585092994046
1.0,1.0,1.0,3799,11,0,0,0,0,0,0,0,0,2.302585092994046
0.0,0.0,1.0,686,12,0,0,1,0,0,0,0,0,2.8903717578961645
9.0,0.7778,10.0,3046,1,0,0,0,1,0,0,0,0,4.04305126783455
1.0,1.0,1.0,3903,10,0,0,0,1,0,0,0,0,2.302585092994046
2.0,1.0,3.0,6981,3,1,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,2.0,1291,9,0,0,0,1,0,0,0,0,6.385194398997726
1.0,1.0,1.0,14374,5,0,0,0,1,0,0,0,0,2.302585092994046
2.0,1.0,2.0,5943,3,1,0,0,0,0,1,1,0,2.302585092994046
2.0,1.0,2.0,7954,10,0,0,0,1,0,0,0,0,2.302585092994046
1.0,0.0,2.0,5056,6,0,0,0,1,0,0,0,0,7.013915474810528
0.0,0.0,1.0,6430,9,0,0,0,0,0,0,1,0,2.9444389791664403
0.0,0.0,1.0,2508,3,0,0,0,0,0,0,0,0,2.302585092994046
0.0,0.0,1.0,2508,3,1,0,0,0,0,0,1,0,2.6390573296152584
0.0,0.0,2.0,966,3,1,0,1,0,0,0,1,0,2.833213344056216
1.0,1.0,1.0,2761,2,1,0,1,0,0,0,0,0,2.302585092994046
0.0,0.0,1.0,3566,3,0,0,0,1,0,0,0,0,2.302585092994046
4.0,1.0,4.0,11303,1,0,0,0,1,0,0,0,0,2.302585092994046
2.0,1.0,2.0,3968,8,1,0,0,0,0,0,0,0,2.302585092994046
0.0,0.0,1.0,3799,11,1,0,1,0,0,0,1,0,2.302585092994046
2.0,1.0,2.0,9307,5,0,0,1,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,427,11,1,0,0,0,1,0,0,0,2.302585092994046
15.0,0.9333,16.0,21233,3,0,0,0,0,0,0,1,0,3.4011973816621555
1.0,1.0,1.0,7954,10,0,0,0,1,0,0,0,0,2.302585092994046
12.0,0.6667000000000001,36.0,4822,4,0,0,0,1,0,0,1,0,5.318119993844216
1.0,0.0,2.0,9307,5,0,0,1,0,0,0,0,0,2.5649493574615367
0.0,0.0,1.0,9675,2,0,0,0,0,0,0,1,0,2.302585092994046
1.0,1.0,2.0,16459,9,0,1,0,0,0,0,1,0,3.6888794541139363
0.0,0.0,1.0,9842,6,0,0,0,1,0,0,1,0,2.3978952727983707
1.0,0.0,1.0,3968,8,0,1,0,0,1,0,1,0,3.912023005428146
1.0,0.0,3.0,6981,3,0,0,0,0,0,1,0,1,4.605170185988092
0.0,0.0,1.0,1291,9,0,0,0,1,0,0,0,0,2.302585092994046
4.0,0.5,7.0,4822,4,1,0,0,1,0,0,1,0,6.068425588244111
1.0,1.0,1.0,4732,7,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,3372,9,0,0,1,0,0,0,1,0,2.302585092994046
4.0,0.75,7.0,3052,5,0,0,0,1,0,0,0,1,3.2188758248682006
0.0,0.0,1.0,6537,9,0,0,0,0,0,0,0,0,2.4849066497880004
0.0,0.0,1.0,12465,5,0,0,1,0,0,0,0,0,2.4849066497880004
29.0,0.5517,53.0,15478,1,0,0,0,1,0,0,1,0,5.365976015021851
0.0,0.0,1.0,4377,12,0,0,1,0,0,0,0,0,3.1780538303479458
0.0,0.0,1.0,3046,1,1,0,0,1,0,0,0,0,4.30406509320417
1.0,1.0,1.0,3046,1,0,0,0,0,0,0,0,0,2.302585092994046
1.0,1.0,2.0,4463,2,1,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,2338,3,0,1,0,1,0,0,0,0,2.302585092994046
0.0,0.0,2.0,9447,3,0,1,1,0,0,0,0,1,3.367295829986474
1.0,1.0,1.0,5056,6,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,5234,10,1,0,0,0,1,0,0,0,6.419994928147142
0.0,0.0,1.0,3968,8,0,0,1,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,1813,4,0,0,0,0,0,0,0,0,2.302585092994046
1.0,0.0,2.0,2514,10,0,0,0,0,0,0,0,0,4.143134726391533
1.0,1.0,1.0,3779,6,0,0,1,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,5943,3,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,3372,9,0,0,0,1,0,0,0,0,2.302585092994046
4.0,1.0,5.0,9307,5,0,0,0,0,1,0,1,0,6.950814768442584
7.0,0.8571,12.0,9842,6,0,0,0,0,0,1,1,0,3.044522437723423
1.0,1.0,1.0,6335,11,1,0,0,0,0,1,0,0,2.302585092994046
1.0,1.0,1.0,9447,3,0,0,0,0,0,1,0,0,2.302585092994046
0.0,0.0,1.0,9447,3,0,0,0,0,0,0,0,0,2.302585092994046
0.0,0.0,1.0,2338,3,0,0,0,0,0,0,0,0,2.302585092994046
2.0,1.0,2.0,3372,9,1,0,0,1,0,0,0,0,2.302585092994046
13.0,1.0,13.0,3903,10,0,0,0,1,0,0,0,0,2.302585092994046
19.0,0.7368000000000001,30.0,15966,6,0,0,1,0,0,0,1,0,6.56244409369372
1.0,1.0,1.0,8320,1,1,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,11303,1,1,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,3.0,12373,7,1,0,1,0,0,0,0,0,5.308267697401205
10.0,0.8,16.0,12373,7,0,0,0,1,0,0,0,0,4.770684624465665
0.0,0.0,1.0,3052,5,0,0,0,1,0,0,0,0,3.58351893845611
3.0,1.0,3.0,4658,12,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,5234,10,0,0,0,0,0,0,0,0,2.302585092994046
10.0,0.8,12.0,3779,6,1,0,1,0,0,0,0,0,4.983606621708336
1.0,0.0,1.0,6445,6,0,0,0,1,0,0,0,0,2.5649493574615367
1.0,0.0,5.0,3511,4,1,0,1,0,0,0,0,0,4.990432586778736
1.0,1.0,1.0,3046,1,1,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,9842,6,0,0,0,0,0,0,1,0,4.663439094112067
1.0,1.0,1.0,15966,6,0,0,1,0,0,0,0,0,2.302585092994046
84.0,0.8571,97.0,12373,7,1,0,0,1,0,0,0,0,5.940171252720432
1.0,1.0,1.0,6532,11,1,0,0,1,0,0,0,0,2.302585092994046
